,painting_name,painting_title,img_url,painting_artist
938,Large House with Two Gables,,http://media.tate.org.uk/art/images/work/T/T06/T06983_10.jpg,"Kinley, Peter"
939,Villa dEste,,http://media.tate.org.uk/art/images/work/T/T08/T08169_10.jpg,"Kinnard, W."
940,Bathers at Moritzburg,,http://media.tate.org.uk/art/images/work/T/T03/T03067_10.jpg,"Kirchner, Ernst Ludwig"
941,Avignon,,http://media.tate.org.uk/art/images/work/N/N05/N05041_10.jpg,"Kirk, Eve"
942,Los Angeles No. 25 (Black Pool),,,"Kitaj, R.B."
943,Historical Site,,http://media.tate.org.uk/art/images/work/T/T06/T06797_10.jpg,"Klee, Paul"
944,Meryon,,http://media.tate.org.uk/art/images/work/T/T00/T00926_10.jpg,"Kline, Franz"
945,The Old Troubadour,,,"Klinghoffer, Clara"
946,"Philip, 4th Lord of Wharton",,http://media.tate.org.uk/art/images/work/T/T12/T12029_10.jpg,"Kneller, Sir Godfrey"
947,The Kyles of Bute,,http://media.tate.org.uk/art/images/work/N/N01/N01655_10.jpg,"Knight, Charles Parsons"
948,The Gypsy,,http://media.tate.org.uk/art/images/work/N/N05/N05330_10.jpg,"Knight, Dame Laura"
949,A Student,,http://media.tate.org.uk/art/images/work/N/N04/N04957_10.jpg,"Knight, Harold"
950,Staffa,,http://media.tate.org.uk/art/images/work/T/T09/T09576_10.jpg,"Knight, John Baverstock"
951,Sacking a Church at the Time of John Knox,,http://media.tate.org.uk/art/images/work/N/N01/N01498_10.jpg,"Knight, John Prescott"
952,Shore Scene,,http://media.tate.org.uk/art/images/work/N/N05/N05080_10.jpg,"Knight, John William Buxton"
953,A Tidal River,,http://media.tate.org.uk/art/images/work/N/N01/N01622_10.jpg,"Knight, Joseph"
954,The Deluge,,http://media.tate.org.uk/art/images/work/T/T05/T05532_10.jpg,"Knights, Winifred"
955,WD.158(15).01,,,"Knowles, Justin"
956,Study for Time Gentlemen Please,,http://media.tate.org.uk/art/images/work/T/T05/T05848_10.jpg,"Kokoschka, Oskar"
957,Country-City (Trencn),,,"Koller, Jlius"
958,Solution for Clips,,http://media.tate.org.uk/art/images/work/T/T12/T12877_10.jpg,"Kolrov, Bela"
959,Portrait of Helen Lessore,,http://media.tate.org.uk/art/images/work/T/T05/T05505_10.jpg,"Koppel, Heinz"
960,"The Flower and Fruit Stalls, Embankment 1995",,http://media.tate.org.uk/art/images/work/T/T07/T07297_10.jpg,"Kossoff, Leon"
961,Dorothy Parker,,http://media.tate.org.uk/art/images/work/T/T03/T03965_10.jpg,"Kramer, Jacob"
962,Gothic Landscape,,http://media.tate.org.uk/art/images/work/T/T03/T03291_10.jpg,"Krasner, Lee"
963,No. 1077,,,"Kudryashov, Oleg"
964,Untitled,,http://media.tate.org.uk/art/images/work/T/T11/T11867_10.jpg,"Kuitca, Guillermo"
965,[no title],,,"Kunst, Mauro"
966,The Waterfall,,,"Kupka, Frantisek"
967,The Return of the Reapers,,http://media.tate.org.uk/art/images/work/T/T03/T03413_10.jpg,"La Thangue, Henry Herbert"
968,A Ruined Nymphaeum,,http://media.tate.org.uk/art/images/work/T/T10/T10996_10.jpg,"Labruzzi, Carlo"
969,Wood Scene,,http://media.tate.org.uk/art/images/work/T/T01/T01890_10.jpg,"Ladbrooke, Robert"
970,On the Nile,,http://media.tate.org.uk/art/images/work/T/T01/T01891_10.jpg,"Laidlay, William James"
971,Skydiver VI,,http://media.tate.org.uk/art/images/work/T/T03/T03842_10.jpg,"Laing, Gerald"
972,Langley Hall,,http://media.tate.org.uk/art/images/work/T/T09/T09084_10.jpg,"Laing, J.S."
973,Qui facile credit facile decipitur. Die licht geloost wort licht bedrogen,,http://media.tate.org.uk/art/images/work/T/T11/T11555_10.jpg,Lairesse
974,History Painting 42 C20th. Winsor Yellow,,http://media.tate.org.uk/art/images/work/T/T07/T07292_10.jpg,"Lalic, Maria"
975,The Artists Family,,,"Lamb, Henry"
976,Lime Kiln near Frome,,http://media.tate.org.uk/art/images/work/T/T09/T09515_10.jpg,Lambert
977,Landscape,,http://media.tate.org.uk/art/images/work/N/N01/N01658_10.jpg,"Lambert, James"
978,Portrait of a Communist,,,"Lambourn, George"
979,"Landscape, with a View of Oxford",,http://media.tate.org.uk/art/images/work/N/N01/N01467_10.jpg,"Lancaster, Rev. Richard Hume"
980,Fruit Piece,,http://media.tate.org.uk/art/images/work/N/N01/N01184_10.jpg,"Lance, George"
981,The Plundering of Basing House,,http://media.tate.org.uk/art/images/work/N/N00/N00612_10.jpg,"Landseer, Charles"
982,"Portrait of Mrs Henry Wells of Redleaf and Sketches of a Mans Head in Profile, Leaning on his Hand",,http://media.tate.org.uk/art/images/work/T/T10/T10148_10.jpg,"Landseer, Sir Edwin Henry"
983,"H.2.N.Y. Self-constructing Self-destroying Tinguely Machine, Museum of Modern Art, 17th March 1960",,http://media.tate.org.uk/art/images/work/T/T12/T12333_10.jpg,"Landy, Michael"
984,Arthur Hughes at the Age of Four,,http://media.tate.org.uk/art/images/work/N/N04/N04870_10.jpg,"Lane, Samuel"
985,Enthusiast (The Gouty Angler),,http://media.tate.org.uk/art/images/work/N/N00/N00440_10.jpg,"Lane, Theodore"
986,Arab Mare and Foal with Attendant by a Ruined Temple,,http://media.tate.org.uk/art/images/work/T/T02/T02363_10.jpg,"Laporte, George Henry"
987,Studies of Two Trees - Aspen and Alder,,http://media.tate.org.uk/art/images/work/T/T09/T09844_10.jpg,"Laporte, John"
988,Rayonist Drawing,,http://media.tate.org.uk/art/images/work/T/T01/T01325_10.jpg,"Larionov, Michel"
989,A Musical Assembly,,http://media.tate.org.uk/art/images/work/T/T13/T13316_10.jpg,"Laroon, Marcellus, the Younger"
990,The Rt Hon. Sir Capel Molyneux,,http://media.tate.org.uk/art/images/work/N/N05/N05801_10.jpg,"Latham, James"
991,"Lyttelton. Head of Man, Nearly Full Face",,http://media.tate.org.uk/art/images/work/T/T09/T09563_10.jpg,"Laurence, Samuel"
992,The Fan,,http://media.tate.org.uk/art/images/work/T/T06/T06805_10.jpg,"Laurencin, Marie"
993,"King George V, Accompanied by Queen Mary, at the Opening of the Modern Foreign and Sargent Galleries at the Tate Gallery, 26 June 1926",,http://media.tate.org.uk/art/images/work/T/T04/T04906_10.jpg,"Lavery, Sir John"
994,A Gateway with Sunny Landscape,,http://media.tate.org.uk/art/images/work/T/T10/T10444_10.jpg,"Law, Alfred"
995,Untitled 1.5.87,,,"Law, Bob"
996,Prayer Stick,,http://media.tate.org.uk/art/images/work/T/T02/T02407_10.jpg,"Lawrence, Eileen"
997,Three Children Playing,,http://media.tate.org.uk/art/images/work/T/T09/T09085_10.jpg,"Lawrence, Sir Thomas"
998,The Hop-Gardens of England,,http://media.tate.org.uk/art/images/work/T/T13/T13443_10.jpg,"Lawson, Cecil"
999,El Diablo,,,"Lawson, Thomas"
1000,Interior,,http://media.tate.org.uk/art/images/work/N/N06/N06010_10.jpg,"Le Bas, Edward"
1001,Image of James Joyce,,http://media.tate.org.uk/art/images/work/T/T05/T05708_10.jpg,"Le Brocquy, Louis"
1002,Untitled,,,"Le Brun, Christopher, PRA"
1003,Fishing Boats Leaving Harbour,,http://media.tate.org.uk/art/images/work/N/N04/N04983_10.jpg,"Le Capelain, Jean"
1004,Bull III,,http://media.tate.org.uk/art/images/work/N/N06/N06224_10.jpg,Le Corbusier
1005,Hudibrass Discomfiture at the Hands of the Skimmington,,http://media.tate.org.uk/art/images/work/T/T00/T00621_10.jpg,"Le Piper, Francis"
1006,Moonlight at Gerberoy,,http://media.tate.org.uk/art/images/work/N/N03/N03657_10.jpg,"Le Sidaner, Henri"
1007,The Valley of the Llugwy,,http://media.tate.org.uk/art/images/work/N/N01/N01540_10.jpg,"Leader, Benjamin Williams"
1008,A Jan Steen Kitchen,,http://media.tate.org.uk/art/images/work/T/T07/T07312_10.jpg,"Leaman, Jonathan"
1009,Untitled Orange,,http://media.tate.org.uk/art/images/work/T/T12/T12858_10.jpg,"Leapman, Edwina"
1010,"The Fortress of San George, near Argostoli, Cephalonia",,http://media.tate.org.uk/art/images/work/T/T03/T03939_10.jpg,"Lear, Edward"
1011,Study for Compositions No. 3 and No. 4 (Leaving the Factory),,http://media.tate.org.uk/art/images/work/T/T01/T01098_10.jpg,"Leck, Bart van der"
1012,Lake in a Park,,http://media.tate.org.uk/art/images/work/N/N02/N02949_10.jpg,"Lee, Frederick Richard"
1013,The Top of the St Gotthard,,,"Lee, Sydney"
1014,Bathing,,http://media.tate.org.uk/art/images/work/T/T09/T09575_10.jpg,"Leech, John"
1015,Mtairie des Abeilles,,http://media.tate.org.uk/art/images/work/N/N05/N05356_10.jpg,"Lees, Derwent"
1016,Pour le Monument dAlfred Stevens,,http://media.tate.org.uk/art/images/work/N/N05/N05026_10.jpg,"Legros, Alphonse"
1017,Chlo Boughton-Leigh,,,"Leigh, Maude Boughton"
1018,Various Subjects,,http://media.tate.org.uk/art/images/work/T/T09/T09063_10.jpg,"Leighton, Lord Frederic"
1019,Man Playing a Pipe,,http://media.tate.org.uk/art/images/work/T/T00/T00885_10.jpg,"Lely, Sir Peter"
1020,The Wooing of Daphnis,,http://media.tate.org.uk/art/images/work/T/T07/T07562_10.jpg,"Lemon, Arthur"
1021,Caricature of the Duke of Wellington,,http://media.tate.org.uk/art/images/work/T/T10/T10100_10.jpg,"Lennox, Lord William Pitt"
1022,The Penelope,,http://media.tate.org.uk/art/images/work/T/T07/T07768_10.jpg,Leonilson (Jos Leonilson Bezerra Dias)
1023,The Welshman,,http://media.tate.org.uk/art/images/work/T/T10/T10099_10.jpg,"Leslie, Charles Robert"
1024,The Deserted Mill,,http://media.tate.org.uk/art/images/work/N/N02/N02070_10.jpg,"Leslie, George Dunlop"
1025,Portrait of David Wilkie,,http://media.tate.org.uk/art/images/work/T/T06/T06767_10.jpg,"Lessore, Helen"
1026,Trees,,http://media.tate.org.uk/art/images/work/N/N04/N04646_10.jpg,"Lethaby, William Richard"
1027,Powers in Atrophe,,,"Lett-Haines, Arthur"
1028,The Musician,,,"Levy, Simon"
1029,"Charlie, a Little Gipsy Boy",,http://media.tate.org.uk/art/images/work/N/N03/N03841_10.jpg,"Lewis, A. Neville"
1030,Studies of Carts at Brussels,,http://media.tate.org.uk/art/images/work/T/T10/T10331_10.jpg,"Lewis, George Robert"
1031,Interior of a Hut in Italy,,http://media.tate.org.uk/art/images/work/T/T10/T10439_10.jpg,"Lewis, John Frederick"
1032,The Bandstand,,http://media.tate.org.uk/art/images/work/N/N05/N05562_10.jpg,"Lewis, Morland"
1033,Nigel Tangye,,http://media.tate.org.uk/art/images/work/T/T04/T04118_10.jpg,"Lewis, Wyndham"
1034,Study for Homage to Watteau,,http://media.tate.org.uk/art/images/work/N/N05/N05073_10.jpg,"Lhote, Andr"
1035,Andromeda,,http://media.tate.org.uk/art/images/work/T/T00/T00650_10.jpg,"Liberman, Alexander"
1036,After Bathing,,http://media.tate.org.uk/art/images/work/T/T03/T03077_10.jpg,"Liebermann, Max"
1037,Study of a Girl,,http://media.tate.org.uk/art/images/work/N/N04/N04229_10.jpg,"Lightfoot, Maxwell Gordon"
1038,Stranger No. 2,,http://media.tate.org.uk/art/images/work/T/T00/T00877_10.jpg,"Lindner, Richard"
1039,Untitled,,http://media.tate.org.uk/art/images/work/T/T13/T13581_10.jpg,"Ling, Simon"
1040,Remembering Marcel 1987,,http://media.tate.org.uk/art/images/work/T/T13/T13582_10.jpg,"Linke, Simon"
1041,"Boxers, and Studies of a Head in Profile",,http://media.tate.org.uk/art/images/work/T/T08/T08718_10.jpg,"Linnell, John"
1042,North Welsh Landscape,,http://media.tate.org.uk/art/images/work/T/T05/T05817_10.jpg,"Linnell, William"
1043,The Temples of Paestum,,http://media.tate.org.uk/art/images/work/N/N01/N01029_10.jpg,"Linton, William"
1044,My Mother,,,"Lion, Flora"
1045,Two Children Playing,,http://media.tate.org.uk/art/images/work/T/T00/T00328_10.jpg,"Livens, Horace Mann"
1046,A Dwarf Seated on a Suit of Armour,,http://media.tate.org.uk/art/images/work/T/T09/T09550_10.jpg,"Liverseege, Henry"
1047,Sailing at Blakeney,,http://media.tate.org.uk/art/images/work/N/N04/N04960_10.jpg,"Llewellyn, Sir William"
1048,Cat and Mouse,,http://media.tate.org.uk/art/images/work/T/T01/T01081_10.jpg,"Lloyd, James"
1049,"Vita, Veritas, Victoria",,,"Locke, Hew"
1050,A Man and Woman Walking Arm in Arm,,http://media.tate.org.uk/art/images/work/T/T09/T09064_10.jpg,"Locke, William, of Norbury, Junior"
1051,Rievaulx,,http://media.tate.org.uk/art/images/work/T/T08/T08202_10.jpg,"Locker, Edward Hawke"
1052,St Martin-in-the-Fields,,,"Logsdail, William"
1053,Four Shifts I,,http://media.tate.org.uk/art/images/work/T/T02/T02267_10.jpg,"Loker, John"
1054,Chelsea,,http://media.tate.org.uk/art/images/work/T/T11/T11628_10.jpg,"Long, Amelia"
1055,View in North Devon,,http://media.tate.org.uk/art/images/work/T/T09/T09569_10.jpg,"Long, Charles"
1056,Untitled (Joe),,,"Longo, Robert"
1057,"Sir Robert Lorimer, A.R.A., as a Boy",,http://media.tate.org.uk/art/images/work/N/N04/N04540_10.jpg,"Lorimer, John Henry"
1058,Skeleton Ball,,http://media.tate.org.uk/art/images/work/T/T09/T09072_10.jpg,"Loudoun, Edith Maud Rawdon-Hasting, Countess of"
1059,Phi,,http://media.tate.org.uk/art/images/work/T/T13/T13254_10.jpg,"Louis, Morris"
1060,"Look Out, Brutus! Caesar is Going to Unseal his Lips!",,,"Low, Sir David"
1061,Hillside in Wales,,http://media.tate.org.uk/art/images/work/T/T00/T00591_10.jpg,"Lowry, L.S."
1062,"After Culloden, Rebel Hunting",,http://media.tate.org.uk/art/images/work/N/N01/N01620_10.jpg,"Lucas, John Seymour"
1063,Panel 21,,,Lucio
1064,Woman in Red,,http://media.tate.org.uk/art/images/work/T/T00/T00208_10.jpg,"Lundquist, Evert"
1065,Lady Wantage,,http://media.tate.org.uk/art/images/work/N/N02/N02957_10.jpg,"Lszl, Philip Alexius de"
1066,Trees,,http://media.tate.org.uk/art/images/work/T/T06/T06801_10.jpg,"Lger, Fernand"
1067,The Big Step,,,"Lpertz, Markus"
1068,Performing Clown,,,"MacBryde, Robert"
1069,June in the Austrian Tyrol,,http://media.tate.org.uk/art/images/work/N/N01/N01571_10.jpg,"MacWhirter, John"
1070,A Capri Boy,,http://media.tate.org.uk/art/images/work/N/N01/N01715_10.jpg,"Macallum, Hamilton"
1071,Moorland Landscape with Cottages,,http://media.tate.org.uk/art/images/work/T/T08/T08609_10.jpg,"Macartney, Carlile Henry Hayes"
1072,The Cast Shoe,,http://media.tate.org.uk/art/images/work/N/N01/N01597_10.jpg,"Macbeth, Robert Walker"
1073,The Monarch of the Glen,,,"Maccallum, Andrew"
1074,Crock and Cottage Loaf No. 2,,http://media.tate.org.uk/art/images/work/N/N05/N05103_10.jpg,"Maccoll, Dugald Sutherland"
1075,Dead Bird,,http://media.tate.org.uk/art/images/work/N/N04/N04941_10.jpg,"Macdonald, Georgina"
1076,The Carse of Stirling,,http://media.tate.org.uk/art/images/work/N/N04/N04201_10.jpg,"Macgregor, William York"
1077,"Drawing, June 1963",,http://media.tate.org.uk/art/images/work/T/T02/T02240_10.jpg,"Mackenzie, Alexander"
1078,Studies of Lincoln Cathedral,,http://media.tate.org.uk/art/images/work/T/T08/T08673_10.jpg,"Mackenzie, Frederick"
1079,Farm Buildings in Provence,,http://media.tate.org.uk/art/images/work/N/N05/N05135_10.jpg,"Mackinnon, Sine"
1080,Fetges,,http://media.tate.org.uk/art/images/work/N/N04/N04438_10.jpg,"Mackintosh, Charles Rennie"
1081,D.S. MacColl,,http://media.tate.org.uk/art/images/work/N/N05/N05778_10.jpg,"Maclaren, Donald"
1082,"The Opera Box, Design for a Wood Engraving: Tracing, from the Principal Figure in Reverse",,http://media.tate.org.uk/art/images/work/T/T09/T09100_10.jpg,"Maclise, Daniel"
1083,Duet,,http://media.tate.org.uk/art/images/work/T/T00/T00360_10.jpg,"Mactaggart, Sir William"
1084,Stoneman Skinning Man,,,"Madani, Tala"
1085,Passage de lOpra,,http://media.tate.org.uk/art/images/work/T/T03/T03052_10.jpg,"Maddox, Conroy"
1086,The Annunciation,,http://media.tate.org.uk/art/images/work/T/T04/T04367_10.jpg,"Magritte, Ren"
1087,Wrotham Place from the Garden,,,"Mahoney, Charles"
1088,"The Three Public-Houses, Morning Sun Light",,http://media.tate.org.uk/art/images/work/T/T03/T03647_10.jpg,"Maitland, Paul"
1089,MoM Block Nr. 14,,,"Majerus, Michel"
1090,[title not known],,http://media.tate.org.uk/art/images/work/T/T11/T11662_10.jpg,"Malchair, John Baptist"
1091,Dynamic Suprematism,,http://media.tate.org.uk/art/images/work/T/T02/T02319_10.jpg,"Malevich, Kazimir"
1092,Trigonal,,http://media.tate.org.uk/art/images/work/T/T07/T07037_10.jpg,"Malinowski, Antoni"
1093,The Ruins of the Colosseum,,http://media.tate.org.uk/art/images/work/T/T05/T05518_10.jpg,"Manby, Thomas"
1094,Self-Portrait,,http://media.tate.org.uk/art/images/work/T/T00/T00213_10.jpg,"Mancini, Antonio"
1095,Orchestra,,http://media.tate.org.uk/art/images/work/T/T00/T00304_10.jpg,Mane-Katz
1096,-12,,http://media.tate.org.uk/art/images/work/T/T00/T00260_10.jpg,"Manessier, Alfred"
1097,Woman with a Cat,,http://media.tate.org.uk/art/images/work/N/N03/N03295_10.jpg,"Manet, Edouard"
1098,Red Wall,,,"Mangold, Robert"
1099,The Fairy Tale,,http://media.tate.org.uk/art/images/work/N/N04/N04887_10.jpg,"Mann, Harrington"
1100,Pinks in a Vase,,http://media.tate.org.uk/art/images/work/N/N05/N05320_10.jpg,"Manson, James Bolivar"
1101,Sunyata,,,"Maraz, Adriana"
1102,Angelina,,http://media.tate.org.uk/art/images/work/N/N06/N06203_10.jpg,"Marchand, Jean"
1103,Interior with a Double Bass,,http://media.tate.org.uk/art/images/work/T/T00/T00244_10.jpg,"Marcoussis, Louis"
1104,"Downtown, New York",,,"Marin, John"
1105,"A Figure on Horseback, Perhaps a Study for a Canterbury Pilgrim",,http://media.tate.org.uk/art/images/work/T/T09/T09227_10.jpg,"Marks, Henry Stacy"
1106,Study of Plants,,http://media.tate.org.uk/art/images/work/T/T09/T09187_10.jpg,"Marlow, William"
1107,Bay of Naples,,http://media.tate.org.uk/art/images/work/T/T06/T06835_10.jpg,"Marquet, Albert"
1108,"Portraits of Cattle of the Improved Short-Horned Breed, the Property of J. Wilkinson Esq. of Lenton, near Nottingham",,http://media.tate.org.uk/art/images/work/T/T03/T03433_10.jpg,"Marshall, Benjamin"
1109,Sniggling for Eels,,http://media.tate.org.uk/art/images/work/T/T09/T09087_10.jpg,"Marsingall, A"
1110,Untitled #5,,http://media.tate.org.uk/art/images/work/T/T13/T13717_10.jpg,"Martin, Agnes"
1111,From One World to Another,,http://media.tate.org.uk/art/images/work/T/T13/T13321_10.jpg,"Martin, Anne"
1112,[title not known],,http://media.tate.org.uk/art/images/work/T/T10/T10432_10.jpg,"Martin, Charles"
1113,Horseman and Figures in a Landscape with Gateway and Campanile. Verso: Slight Sketch of a Figure,,http://media.tate.org.uk/art/images/work/T/T09/T09114_10.jpg,"Martin, Elias"
1114,Harry Martens Tower and Entrance to Chapstow Castle. Verso: Entrance to Tintern Abbey,,http://media.tate.org.uk/art/images/work/T/T08/T08680_10.jpg,"Martin, J., of Canterbury"
1115,Trees,,http://media.tate.org.uk/art/images/work/T/T09/T09489_10.jpg,"Martin, John"
1116,Untitled (4/2),,,"Martin, Kenneth"
1117,Kits Writing Lesson,,http://media.tate.org.uk/art/images/work/T/T00/T00011_10.jpg,"Martineau, Robert Braithwaite"
1118,"Sisyphus, The Wall",,,Marwan (Marwan Kassab Bachi)
1119,Girl with a Hand-Mirror,,http://media.tate.org.uk/art/images/work/N/N05/N05083_10.jpg,"Mason, Arnold"
1120,The Harvest Moon,,http://media.tate.org.uk/art/images/work/N/N04/N04742_10.jpg,"Mason, George"
1121,"The Departure of Fruit and Vegetables from the Heart of Paris, 28 February 1969",,http://media.tate.org.uk/art/images/work/T/T11/T11924_10.jpg,"Mason, Raymond"
1122,Montserrat,,http://media.tate.org.uk/art/images/work/T/T11/T11857_10.jpg,"Masson, Andr"
1123,Unknown Mythological Subject,,http://media.tate.org.uk/art/images/work/T/T01/T01843_10.jpg,Master of the Giants
1124,Punch and Judy,,http://media.tate.org.uk/art/images/work/T/T10/T10117_10.jpg,"Masters, E."
1125,Reclining Nude,,http://media.tate.org.uk/art/images/work/T/T05/T05756_10.jpg,"Matisse, Henri"
1126,Black Virtue,,http://media.tate.org.uk/art/images/work/T/T01/T01232_10.jpg,Matta
1127,Still Life with Frying Pan and Red Cabbage,,http://media.tate.org.uk/art/images/work/T/T07/T07602_10.jpg,"Matthiasdottir, Louisa"
1128,The Embankment of Lagny under Flood Water,,http://media.tate.org.uk/art/images/work/N/N04/N04947_10.jpg,"Maufra, Maxime"
1129,Le Chteau dO,,http://media.tate.org.uk/art/images/work/N/N01/N01726_10.jpg,"Maundrell, Charles"
1130,Traces of a Circle,,,"Maurer, Dora"
1131,Entering the Fold,,http://media.tate.org.uk/art/images/work/N/N05/N05570_10.jpg,"Mauve, Anton"
1132,Night Flowers,,http://media.tate.org.uk/art/images/work/T/T00/T00283_10.jpg,"Maxwell, John"
1133,Waiter and Diner. Caricature,,http://media.tate.org.uk/art/images/work/T/T09/T09851_10.jpg,"May, Phil"
1134,Church at Montreuil,,http://media.tate.org.uk/art/images/work/N/N03/N03834_10.jpg,"Mayor, Fred"
1135,Whitehall in Winter,,http://media.tate.org.uk/art/images/work/T/T07/T07697_10.jpg,"Maze, Paul"
1136,The Artists Wife,,http://media.tate.org.uk/art/images/work/N/N06/N06081_10.jpg,"McEvoy, Ambrose"
1137,Interior: Girl Reading,,http://media.tate.org.uk/art/images/work/N/N04/N04362_10.jpg,"McEvoy, Mary"
1138,Hartgrove Painting No. 2,,http://media.tate.org.uk/art/images/work/T/T06/T06883_10.jpg,"McKeever, Ian"
1139,Large Studio at Castiglion,,http://media.tate.org.uk/art/images/work/T/T07/T07036_10.jpg,"McKenna, Stephen"
1140,Side Entrance,,http://media.tate.org.uk/art/images/work/T/T13/T13591_10.jpg,"McKenzie, Lucy"
1141,Evening Quiet,,http://media.tate.org.uk/art/images/work/N/N01/N01656_10.jpg,"McLachlan, Thomas Hope"
1142,Opening,,http://media.tate.org.uk/art/images/work/T/T05/T05003_10.jpg,"McLean, John"
1143,Summer Sundown - Tir-nan-og,,http://media.tate.org.uk/art/images/work/N/N06/N06044_10.jpg,"McTaggart, William"
1144,Chessboard,,http://media.tate.org.uk/art/images/work/T/T01/T01493_10.jpg,"Mead, Dorothy"
1145,Isphahan,,http://media.tate.org.uk/art/images/work/T/T06/T06981_10.jpg,"Medley, Robert"
1146,Untitled Drawing,,,"Mednikoff, Reuben"
1147,Crest,,http://media.tate.org.uk/art/images/work/T/T01/T01448_10.jpg,"Mehring, Howard"
1148,Death and the Maiden,,http://media.tate.org.uk/art/images/work/T/T03/T03694_10.jpg,"Meidner, Else"
1149,Still Life with an Open Window,,http://media.tate.org.uk/art/images/work/T/T07/T07320_10.jpg,"Melland, Sylvia"
1150,"The Blue Night, Venice",,http://media.tate.org.uk/art/images/work/N/N05/N05067_10.jpg,"Melville, Arthur"
1151,Sleeping Woman in a Landscape,,http://media.tate.org.uk/art/images/work/T/T03/T03348_10.jpg,"Meninsky, Bernard"
1152,Flower of the Tea,,http://media.tate.org.uk/art/images/work/T/T01/T01229_10.jpg,"Menpes, Mortimer"
1153,The Schutz Family and their Friends on a Terrace,,http://media.tate.org.uk/art/images/work/T/T03/T03065_10.jpg,"Mercier, Philip"
1154,"Copy of Rubens Watering Place, after F. Towne",,http://media.tate.org.uk/art/images/work/T/T09/T09369_10.jpg,"Merivale, Francis"
1155,Love Locked Out,,http://media.tate.org.uk/art/images/work/N/N01/N01578_10.jpg,"Merritt, Anna Lea"
1156,The Arch at Orange,,,"Methuen, Lord"
1157,Woman with a Coffee Pot,,http://media.tate.org.uk/art/images/work/T/T00/T00251_10.jpg,"Metzinger, Jean"
1158,[no title],,http://media.tate.org.uk/art/images/work/P/P12/P12454_10.jpg,"Meyer, Klaus"
1159,Untitled Chinese Ink Drawing,,http://media.tate.org.uk/art/images/work/T/T00/T00577_10.jpg,"Michaux, Henri"
1160,"Crowd, Earls Court",,,"Middleditch, Edward"
1161,Painting,,http://media.tate.org.uk/art/images/work/T/T02/T02385_10.jpg,"Millares, Manolo"
1162,Triptych with Figures,,http://media.tate.org.uk/art/images/work/T/T00/T00434_10.jpg,"Miller, Godfrey"
1163,Downham Academy,,http://media.tate.org.uk/art/images/work/T/T09/T09126_10.jpg,"Miller, James"
1164,Between Two Fires,,http://media.tate.org.uk/art/images/work/N/N01/N01611_10.jpg,"Millet, Francis Davis"
1165,A Globe,,http://media.tate.org.uk/art/images/work/T/T10/T10445_10.jpg,"Millington, Professor"
1166,A Wayside Gossip,,http://media.tate.org.uk/art/images/work/T/T01/T01140_10.jpg,"Millner, William Edwards"
1167,Lilies of the Valley,,,"Milne, Malcolm"
1168,Arm-chair in an Interior,,http://media.tate.org.uk/art/images/work/N/N06/N06168_10.jpg,"Minaux, Andr"
1169,Portrait of the Artist as a Harlequin,,http://media.tate.org.uk/art/images/work/N/N06/N06207_10.jpg,"Mintchine, Abraham"
1170,Portrait of a Boy (?),,http://media.tate.org.uk/art/images/work/T/T06/T06464_10.jpg,"Minton, John"
1171,Maya Medallion: The Dark One 2,,,"Mistry, Dhruva"
1172,Chord II,,http://media.tate.org.uk/art/images/work/T/T12/T12921_10.jpg,"Mitchell, Joan"
1173,K VII,,http://media.tate.org.uk/art/images/work/T/T00/T00432_10.jpg,"Moholy-Nagy, Lszl"
1174,Washing Day,,,"Moira, Gerald"
1175,Ships in Distress in a Storm,,http://media.tate.org.uk/art/images/work/T/T00/T00807_10.jpg,"Monamy, Peter"
1176,The Seine at Port-Villez,,http://media.tate.org.uk/art/images/work/N/N06/N06182_10.jpg,"Monet, Claude"
1177,Trees,,http://media.tate.org.uk/art/images/work/T/T03/T03833_10.jpg,"Monnington, Sir Thomas"
1178,A Cottage by a Lane,,http://media.tate.org.uk/art/images/work/T/T09/T09120_10.jpg,"Monro, Dr Thomas"
1179,The Disgrace of Wolsey,,http://media.tate.org.uk/art/images/work/T/T06/T06485_10.jpg,"Monro, Henry"
1180,A Box at a Theatre,,,"Moore Park, Carton"
1181,A Sleeping Girl,,http://media.tate.org.uk/art/images/work/T/T04/T04877_10.jpg,"Moore, Albert"
1182,"Jedburgh Abbey, Roxburghshire, engraved by J. Walker",,http://media.tate.org.uk/art/images/work/T/T06/T06434_10.jpg,"Moore, James"
1183,"Amberley Castle, Sussex, after Edward Dayes",,http://media.tate.org.uk/art/images/work/T/T08/T08886_10.jpg,"Moore, T."
1184,Lady Things,,http://media.tate.org.uk/art/images/work/T/T13/T13036_10.jpg,"Moran, Katy"
1185,Still Life,,http://media.tate.org.uk/art/images/work/T/T13/T13636_10.jpg,"Morandi, Giorgio"
1186,Two Warps and Wefts of Short Lines 0 90,,http://media.tate.org.uk/art/images/work/T/T01/T01840_10.jpg,"Morellet, Franois"
1187,[title not known],,http://media.tate.org.uk/art/images/work/T/T11/T11560_10.jpg,Morin
1188,Andromache Offering Sacrifice to Hectors Shade,,http://media.tate.org.uk/art/images/work/T/T05/T05872_10.jpg,"Morison, Colin"
1189,Girl on a Divan,,http://media.tate.org.uk/art/images/work/T/T01/T01079_10.jpg,"Morisot, Berthe"
1190,The Tea Garden,,http://media.tate.org.uk/art/images/work/T/T00/T00055_10.jpg,"Morland, George"
